CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average
48,152853809,129065969,47.66180993
71,108350679,132773078,58.74474909
3,41930,39084,39.76459854
4,5108,2279,22.91956126
46,102325292,123302191,41.54816921
1.97,0,0,53.5797373
2,41874,33928,54.02375423
1.64,0,0,53.86727432
4,7609,6222,23.03289819
3,41607,39133,38.62345673
29.33,19010230,14801721,72.83070908
3,40627,38507,38.71078357
3.93,16106127,1073742,53.81850406
70,365542305,342098931,47.34496438
84,456176641,442073625,43.04390168
65,309760291,269613582,50.69772569
77.33,47299756,43330390,58.7824867
38,77711029,74896919,43.97945203
3,48092,42513,39.80153084
77,218346134,196921297,65.25388554
82,468874795,439337128,47.24625813
71.33,194347270,175019917,73.56527225
4,37446,37162,36.25201743
47,110665932,137567045,71.41811369
78,226060353,198773718,48.83993483
4,41949,39236,36.18780503
56,398879162,392543710,50.87222697
42,397772100,385878552,44.79226728
45,116249085,101247436,63.58359068
1.67,0,0,53.85783157
3,46381,41405,39.7143056
71.67,193290031,175310530,57.15594655
75,118874093,110163560,57.19816487
2,0,0,53.80615584
50,136447484,130790957,52.08718256
74,104040941,104468485,42.84628597
1.69,0,0,53.15232302
24,14068806,18132792,51.08010447
43,153462367,121050127,44.72444801
30,34498963,34690551,60.56723328
2,21347,17067,53.46362257
1.64,0,0,53.80563701
72.67,196494754,178241143,73.22522938
82,430864266,424616577,56.35588506
78,178890521,223860715,63.05297473
30.33,19074361,14679201,72.61518602
73.67,42894973,39278087,61.02571127
1.67,42404,34335,54.07283579
73.33,197568496,178241143,75.76117929
78.98,47145020,43011990,80.19117943
2,0,0,53.68090966
85,399050312,373726392,62.69716485
2,195876,156870,53.94333518
56,107679560,101246376,59.84413252
76.67,215822107,195421012,76.88009364
75.33,47111226,42998351,60.87888165
43,12895092,9983635,44.98424408
77,419440481,396467472,64.59651089
40,111681752,143263176,55.61744241
85,479365530,459939848,62.89859063
16,13658722,16569270,60.18551492
68,193844180,214494271,53.22812117
26,390921829,361366522,58.56826657
72.67,195421012,178241143,84.88785953
57,241831723,228422908,54.1944569
52,358725820,351676086,52.99875487
81,470319376,441690034,63.24032864
58,253234718,217122350,53.95183155
31,32784355,35728227,37.55998958
51,145701080,148318380,52.46519246
75,386006667,366573767,62.16913974
71.67,193273528,176093659,70.62442539
3,41859,39084,39.71542322
69,308183756,293568174,66.32486092
42,113378245,97649601,53.75650189
57,203205900,199090903,64.88648273
21,12379406,11164034,57.57551435
70,308964738,294353873,70.31273575
77,387894245,381117073,50.788761
72,42284076,38865651,65.77064279
3,41443,38951,42.02417414
3,41876,39101,36.11891894
4,41928,39072,36.16184574
76.33,219043332,197568496,55.26511307
25,15318516,23611940,57.57647957
75.33,216895848,196494754,73.5304067
73,197320869,178547522,86.10690857
71.67,194347270,176093659,84.61547242
25,60602482,54674080,64.0373448
60,304947455,232563249,50.43950445
80,429547447,402629336,60.28528799
3,42008,39192,39.74925666
26,18081152,21737677,65.11813508
1.64,0,0,53.79671309
0,5162,2387,26.57794111
81.67,222264558,192199786,59.51819131
30,33244678,39957723,58.73921178
80,411732059,399633556,45.70485561
62,256382732,252480814,56.86272617
74.43,42295075,38936008,81.36477874
72.88,42328129,38810594,66.61768887
2,4679,3763,53.44349187
51,194189494,199992584,56.19525245
78,46964959,42926156,68.85074432
31,196159418,193409631,63.55529455
2,4865,3827,53.50118605
41,83421295,75321045,53.92805671
73,187257002,161609886,66.02376367
72,194347270,177167401,57.5354207
3,40956,38519,38.69401925
72.33,194347270,176093659,73.71220564
3,40946,38637,41.8248312
97.33,373662155,335007449,68.57389525
2.95,72004,58589,53.96346588
72.54,191126045,172872434,72.3561848
73.67,200789721,180388626,55.62663562
44,81660870,119673392,52.67850566
55,63168435,78313596,54.15798182
44,113033497,105404795,62.24239472
74,201747092,180820733,68.31779949
79,446182497,416014314,49.08230618
96.61,347892351,264140489,94.46550905
81,429671244,399626074,51.72573378
52,158581401,173265631,52.22292271
77,284438440,280355458,46.17461202
77,219870129,198012522,88.83327004
57,54610719,58630265,50.38448701
2,21594,16994,53.44722746
57,282878393,260060346,59.20734257
31,38603891,38510139,63.64516144
58,57991232,61875060,60.59537701
72.33,195151266,175629535,75.00409878
82,398815048,382574949,51.36870468
76.67,215574375,194340547,60.89195623
2,0,0,53.79619426
81.67,47197233,41526556,91.56886672
1.67,6670,7047,53.43477548
1.67,0,0,53.63265823
96.67,354334802,269509198,75.82229776
1.67,0,0,53.54684332
98.31,367219704,329638740,97.85244816
79,429262840,396944186,60.11286956
28,16201599,22761814,64.16404237
30,30511581,23011647,61.35347964
3,42213,39384,39.84826771
9,5190,2279,26.55807794
2.33,22088,17230,53.81321197
48,100321829,110430405,54.7109502
72.88,193273528,176093659,66.61768887
1.67,0,0,53.60754673
78.33,46661894,42546459,61.37540443
77,413927051,395439463,51.84755447
48,73101900,72436405,61.20199119
72.33,194480711,176538021,58.09399586
96,78413116,71300499,69.00701669
65,294968736,242198582,53.02923544
57,142881285,163317557,48.94052072
73,388502061,380370866,63.5843527
2.67,57146,41935,55.82431083
96.33,80668649,73041251,59.19547744
73.67,43306669,39543425,72.7714584
82,404679300,387636195,65.31336314
72.67,199104095,178931060,54.0886083
78.67,216895848,195421012,58.88542309
52,197809348,184385747,64.74662771
4,40752,38275,41.8194971
72.33,197568496,178241143,72.23083484
64,319860329,270202060,51.99096556
72,193273528,175019917,83.91058647
58,161396078,214455593,44.18204623
29,85883830,74829704,59.67308571
7,4946,2171,22.81089802
81,439556254,409856525,51.69505001
81,415472745,404913295,47.33140053
77,46679237,42854881,73.28043316
65,315625445,273884553,66.49011642
2,0,0,53.97342747
59,212141886,219441787,54.20771595
3,41583,39227,42.027273
73.67,43929186,39871738,55.62663562
30,24346070,32048294,36.53055906
56,164982631,164090168,53.79277377
48,135328421,99259887,52.91914977
80.66,55768682,50894574,74.47011628
76.07,217969590,197568496,53.60713167
72.33,193273528,175019917,83.978346
72,42588889,39145981,73.82852791
58,153363513,185383676,61.20483605
34,86919598,85122198,52.41906519
63,283407558,260940903,56.64077681
94.33,76619584,69135487,51.91179431
78.67,217056930,196369253,67.80903225
72,358420599,346368621,63.24464672
79,402658190,372627767,48.55270624
67,400153809,371328207,57.58166126
78.33,47660579,43445965,66.86071005
24,24162463,17377360,60.12958307
1,9552,9585,22.99276544
11,23930,38460,34.150382
4,49456,45610,35.91043182
96.33,368976794,330917494,59.19547744
39,153487915,130067042,46.51345438
3,9177,7024,22.72509521
55,196366041,192258712,41.30620427
67,311489899,293266202,50.4371676
71.33,193550254,175216095,54.68640721
25,16422883,20168626,55.94561656
3,41319,38524,39.85771669
27,9175398,13982903,43.34489732
71.67,194347270,176093659,70.29849476
96.72,375589589,336146200,61.93916792
2,0,0,53.58295407
77.97,47472451,43483286,66.92369633
3,41241,38885,46.91051463
80,411208791,402626585,45.40025309
75,197515067,178169637,56.31678672
74,194304613,175476729,79.63301934
79,420127639,410402371,59.95721544
59,213156576,223603618,67.33935596
29,49553318,54018761,52.25203166
55,200254195,164335828,54.05231584
71,42212653,38705946,74.3885558
2,0,0,54.07843919
55.67,154618823,140660179,93.09413076
72.33,194347270,176093659,71.46649068
2,42281,34215,54.03340452
1.67,4625,3683,53.41111671
65,328670067,273199175,53.52916762
79,429192629,406201897,51.14523129
30,33431186,27777432,51.31770053
71.67,193898439,176183219,84.82144895
76.67,214462002,195130132,74.25573466
59,241294964,257971123,53.7143879
31,40604026,37760264,55.02703373
44,76753082,116565334,50.88370798
84,467346288,451546956,62.46800175
63,271396121,255350025,60.96094067
96.67,372187632,333503612,62.33441458
65,283728445,266457276,68.79998496
3,41597,39288,38.66120184
81,444834076,416781408,60.04936837
26,18435700,21855904,63.11688233
22,176792864,141162161,47.02156551
78,437549387,420643750,61.79316189
74,163487038,209472391,45.61092464
55,197737630,198027468,61.53936032
26,19607307,24091021,69.28818212
73.67,197101149,179512263,60.27464922
79,409855125,400641879,59.05687014
2,5102,2381,26.64845283
98.64,80515996,73033702,62.32860366
98.64,366145962,327491256,72.29153826
36,103851205,94222781,57.92360248
1,5090,2315,26.63946106
77.33,48041966,43973843,64.59289282
77,216895848,196494754,87.30634574
60,189271279,237834100,50.07409319
2,0,0,53.31295359
32,44066461,42563440,54.956268
3,39924,41017,39.85852951
71.67,194078649,175693421,81.81730452
40,173535178,162625142,60.99929539
77,140468707,146053305,52.26554471
4,5190,2279,22.89141753
79.67,47167511,43020671,66.23344146
3,41859,39084,39.72324657
72,359416489,347981594,61.8843496
2,0,0,53.99802013
72,380658743,356165461,45.30159764
26,24686262,21179317,65.29700523
97.67,368067464,330436580,87.86575103
41,35817466,36671077,60.87229301
30,36777340,32640807,63.30845272
1.67,21594,17248,53.8586617
45,87639036,109597200,53.47552181
62,364341687,343615749,66.87208879
29,26124838,31853631,52.69222192
73.67,201089847,181499573,59.43351783
80,443886442,415146720,66.47091366
75.25,194347270,176093659,61.38173419
77,405347600,398678671,64.88983559
26,13440793,19614274,54.45034131
2,0,0,52.98588153
4,40722,38271,38.56468003
71.67,194470603,175964643,58.80687183
78,431954366,396328525,64.08230364
72,363029360,348910074,52.78594968
76.33,47205167,43002856,79.09146188
2,4737,3831,53.40167396
2,0,0,53.89062179
38,90623034,106502317,55.0469985
72.33,196494754,178241143,84.55746693
60,191689135,228633041,52.48485243
2,21402,17048,53.44349187
80,388749745,382402504,57.0719753
1.67,0,0,53.05882939
80,416111574,404706966,42.97638721
43,157031161,160616570,44.86349022
23,19227521,19387802,53.6877682
72.33,191790946,175102401,69.49181386
52,133088905,165434555,58.01113252
2,0,0,53.35176227
96.67,374735897,336081191,79.83235482
75.74,220117074,197568496,82.64556886
78,431675643,421020464,59.7471535
71.48,43047180,39465842,72.41024715
1.67,0,0,53.88055644
38,62487037,72425325,67.043288
2,0,0,53.46133971
49,239949965,167983492,67.7093393
3,41825,41693,38.63453134
70,317554464,262373254,52.67428918
76.33,216798812,196798025,87.52311399
64,276251858,263753902,63.15645627
76.72,219678571,198161564,78.99527032
77,390876354,372109277,42.22626033
96,361850995,324270031,96.77348392
3,41456,38975,38.69782933
2,0,0,53.72833096
2,0,0,53.05965952
3,43382,42932,38.70666869
73,194137910,177191639,77.66612501
45,47137403,49336135,43.66397811
59,101877364,100340639,38.59841186
61,253328793,242001920,50.67826893
82,419361744,387564470,53.45631905
72,42659633,39184806,75.66322369
79,334063759,325858315,66.99629712
78,419970514,402138590,61.55886789
72.67,194663547,176529956,58.80500404
2.03,5123,4003,53.41132425
55,40755888,38789189,63.17474461
45,116608929,118555203,52.7446485
77,427679865,393688643,47.31641425
72.67,43096796,39507595,83.41136575
72.79,43952950,39931004,74.32722979
64,316565628,252564231,64.70471692
72.88,42298783,38882885,84.61329332
77.67,216010051,194560378,59.10021978
4,41293,38819,41.85835983
78,133909020,130045997,44.46033385
24,3056978,4709196,60.68961278
95.67,355987761,319628752,60.45084476
53,386164357,371228813,47.60262682
83.33,254253195,229959109,62.86092589
51,36682564,28993592,50.10609779
1.67,0,0,53.03008606
2,4667,3739,53.57309625
34,87527700,93419517,63.26166504
60,174228739,159146759,67.56110212
79,286221164,268776999,51.25171009
77.33,225485783,194347270,63.18104559
57,251638926,253620035,57.09823939
73,194865411,176453236,64.58064837
72,193273528,175019917,67.16879284
3,44164,42835,36.3302509
76.72,214943107,193967981,57.32052024
27,26799450,30442488,64.89405207
78,398396263,376723179,48.33294132
27,19050772,22891948,59.66922483
53,193429161,166711593,64.02901344
96.39,81364805,73743629,59.97082086
73,43530651,39488267,76.87231115
96.67,357556027,271656681,87.3799162
3,41579,39186,38.66907599
73.33,43133548,39445818,64.11691581
22,84739961,119286916,63.20456477
31,28965619,26451477,40.58041105
72,194347270,176093659,81.51472136
2,0,0,53.66264675
27,68515051,62390155,54.8655375
11,5000,2225,26.63707342
3,5000,2225,22.89400838
3,42177,39402,37.14088171
71.67,193653690,176320685,70.62442539
71.15,42649257,39332452,63.09938134
79.67,215822107,195421012,66.23344146
3,5252,2423,22.88735346
1.67,4625,3711,53.46040581
55,191846442,175392354,54.24408944
72.33,196494754,177167401,84.77101843
77.67,215822107,194347270,59.10021978
73.9,196494754,178241143,78.04165603
35,340831970,331029099,52.52793163
1.97,0,0,53.80511818
3,41349,38939,41.82681244
34,93801605,91785985,44.7878984
3,41253,39045,41.83179093
53,344862933,327255066,43.06589849
75,172304953,164018072,61.93489655
28,37751212,28967075,70.22667893
28,32834065,27521058,69.92431166
76,46733969,42577398,57.8134112
58,360424909,360445243,61.3300604
42,99548122,94851529,61.79656555
74.24,199729587,179048184,67.24962696
45,227355646,214944854,62.86297916
37,326120296,319617887,41.41126064
2,4721,3819,53.82670162
5,5280,2369,22.99007299
79,443566724,413964507,52.68571939
75.08,215988302,195868300,59.37177675
1.69,0,0,53.59768891
75.93,212582901,192446480,86.21804251
3,41984,39213,39.78197247
84,477519356,442991837,38.10330577
83,478035408,452888983,58.18791984
76,280849452,224970618,56.26601818
3,42322,39702,36.27431905
66,135481111,172848884,51.3536168
3,41855,39499,38.64408192
77.33,214748365,194347270,56.59456969
32,28491553,28275946,44.52480026
3,41298,38523,39.79467271
73.33,194186207,176258798,54.06079888
1.67,194275,155593,54.06079888
30.51,19077659,14842723,72.32080041
81,443666853,412273743,62.06189893
78,407220343,388601117,64.63354478
3,41337,39063,41.83067331
31,33235439,31784025,56.62497771
2.3,42897,34517,58.24860797
77,215869818,194916190,86.25923781
51,92841858,138526454,57.82509943
1.67,21155,16813,53.79577919
2.03,41754,33765,53.99158661
1.67,192313,154252,54.04025311
72.67,196494754,178241143,74.97877975
79,419493962,409131007,57.0721277
81.67,243061873,219794435,82.88755238
5,5190,2279,26.64880844
79,214748365,195421012,70.95326149
72.67,43072240,39577308,56.26064904
80,444643855,420430258,50.64306387
9,982642,629818,55.8281502
40,150783073,149717788,55.72732487
66,306065674,304319105,44.89879688
2.33,0,0,53.59104786
2,196041,157215,54.09431546
22,13901132,13603332,47.61654628
33,153844284,150113589,51.2256492
81,461474348,449132827,55.30740419
21,17379478,15324445,49.12863665
30.33,5921152,4866871,57.15262602
75.33,215980540,195373174,71.02299258
71,302459811,312868268,70.86524692
2,0,0,53.01057796
3,41930,39138,36.13507364
12,5000,2171,26.646624
74.1,196927425,178482744,69.2753569
53,223770512,210288947,66.82794276
37,356778836,325833404,52.20697121
61,420191889,387982148,49.57964751
96.67,346168116,264459562,80.33935802
81,460950949,448548617,54.5781057
82,448227668,430856193,67.3630292
76,436166829,412289070,41.85094289
5,4946,2279,22.81943258
43,156661015,149619669,54.39832113
58,287213707,206637539,38.51382827
67,312953348,296141251,52.00132895
73.22,194216569,177663220,59.92225813
2.03,4829,3871,53.94333518
3,5054,2279,26.60877729
33,46908457,41445999,63.62362183
51,384288992,363379391,62.20180475
62,274161911,242566897,51.1830272
72.67,196494754,179314885,56.26064904
72,193662115,176467996,73.75267458
4,41456,38782,36.13802009
74,42339911,38703808,81.12123872
73.33,194347270,176093659,55.15107367
1.64,4829,3847,53.8822167
60,254507477,225990671,69.97653504
